lease_id,unit_id,property_id,metro,lease_start_date,leased_month,as_of_date,tenure_months,monthly_rent,market_rent_proxy,rent_to_market_ratio,late_payment_count_12m,work_order_count_12m,prior_renewal_count,bedrooms,renewed,synthetic_signal_z,dataset_version_id,cohort_month,is_long_tenure,high_service_load,ecosystem_segment,brand_line,flagship_style,metro_cluster,property_name,renewal_probability_ml,predicted_renewed_flag,risk_score,risk_tier,mlflow_run_id,model_name,scored_at
L004471,PROP032-U0140,PROP032,Austin,2023-11-14,2023-11,2025-08-05,21,1883.42,1963.58,0.9592,1,4,1,1,0,0.0521,synthetic-demo-core-intel-v2026-05-16,2023-11,1,1,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.45011,0,0.54989,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004472,PROP008-U0061,PROP008,Chicago,2024-05-19,2024-05,2025-01-14,8,1875.44,1672.09,1.1216,1,1,3,2,1,0.8388,synthetic-demo-core-intel-v2026-05-16,2024-05,0,0,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,college_city_corridor,Piedmont District,0.51984,1,0.48016,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004473,PROP028-U0185,PROP028,Chicago,2022-05-22,2022-05,2022-12-18,7,1351.98,1482.73,0.9118,0,3,2,1,0,0.733,synthetic-demo-core-intel-v2026-05-16,2022-05,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.51244,1,0.48756,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004474,PROP012-U0191,PROP012,Denver,2024-05-27,2024-05,2026-02-16,21,1640.58,1828.81,0.8971,2,1,2,3,1,0.7169,synthetic-demo-core-intel-v2026-05-16,2024-05,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.56368,1,0.43632,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004475,PROP017-U0119,PROP017,Austin,2023-09-06,2023-09,2024-09-30,13,2183.6,2065.09,1.0574,1,2,3,3,1,1.2135,synthetic-demo-core-intel-v2026-05-16,2023-09,0,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.63039,1,0.36961,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004476,PROP032-U0216,PROP032,Austin,2021-01-04,2021-01,2021-12-30,12,2162.63,1929.34,1.1209,2,3,3,2,0,0.6208,synthetic-demo-core-intel-v2026-05-16,2021-01,0,1,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.5779,1,0.4221,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004477,PROP026-U0370,PROP026,Chicago,2021-10-12,2021-10,2022-11-06,13,1279.22,1275.72,1.0027,1,3,1,1,1,0.2153,synthetic-demo-core-intel-v2026-05-16,2021-10,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,major_msa_hub,Meridian Flats,0.37873,0,0.62127,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004478,PROP011-U0395,PROP011,Denver,2023-06-17,2023-06,2025-05-07,23,2007.5,1918.78,1.0462,0,1,2,2,1,0.3956,synthetic-demo-core-intel-v2026-05-16,2023-06,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.52749,1,0.47251,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004479,PROP001-U0111,PROP001,Chicago,2023-09-10,2023-09,2024-10-04,13,1806.44,1774.24,1.0181,1,1,4,2,1,1.3585,synthetic-demo-core-intel-v2026-05-16,2023-09,0,0,btr_single_family_lot,TapestryBands synthetic,wrap_garden,growth_infill,Harbour District,0.62051,1,0.37949,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004480,PROP010-U0486,PROP010,Denver,2021-05-12,2021-05,2022-06-06,13,1595.22,1607.63,0.9923,0,1,1,2,1,0.4284,synthetic-demo-core-intel-v2026-05-16,2021-05,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.47442,0,0.52558,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004481,PROP015-U0562,PROP015,Columbus,2023-08-17,2023-08,2024-09-10,13,2023.47,1863.47,1.0859,1,3,3,1,1,0.7231,synthetic-demo-core-intel-v2026-05-16,2023-08,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.54777,1,0.45223,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004482,PROP006-U0134,PROP006,Nashville,2024-02-09,2024-02,2024-09-06,7,1575.53,1797.71,0.8764,0,1,4,2,1,1.5848,synthetic-demo-core-intel-v2026-05-16,2024-02,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.75893,1,0.24107,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004483,PROP032-U0282,PROP032,Austin,2021-05-09,2021-05,2021-11-05,6,1610.03,1522.28,1.0576,1,1,3,3,0,1.0352,synthetic-demo-core-intel-v2026-05-16,2021-05,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.60548,1,0.39452,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004484,PROP002-U0568,PROP002,Chicago,2024-05-16,2024-05,2025-07-10,14,1426.09,1539.48,0.9263,1,1,0,1,1,0.0924,synthetic-demo-core-intel-v2026-05-16,2024-05,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.31269,0,0.68731,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004485,PROP020-U0258,PROP020,Denver,2023-01-17,2023-01,2023-07-16,6,1909.66,1765.21,1.0818,1,2,4,3,1,1.4205,synthetic-demo-core-intel-v2026-05-16,2023-01,0,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.71057,1,0.28943,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004486,PROP036-U0174,PROP036,Columbus,2023-05-14,2023-05,2025-02-02,21,1669.5,1678.21,0.9948,1,0,4,4,1,1.232,synthetic-demo-core-intel-v2026-05-16,2023-05,1,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.64624,1,0.35376,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004487,PROP012-U0368,PROP012,Denver,2021-03-12,2021-03,2022-05-06,14,1504.8,1562.39,0.9631,0,0,3,1,1,1.1998,synthetic-demo-core-intel-v2026-05-16,2021-03,0,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.59749,1,0.40251,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004488,PROP020-U0209,PROP020,Denver,2023-05-09,2023-05,2024-08-31,16,2269.84,2296.01,0.9886,0,0,3,3,1,1.3454,synthetic-demo-core-intel-v2026-05-16,2023-05,1,0,btr_single_family_lot,SignalLoop synthetic,townhome_strip,college_city_corridor,Waypoint Quarter,0.65282,1,0.34718,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004489,PROP003-U0230,PROP003,Denver,2022-09-29,2022-09,2023-09-24,12,1489.43,1457.28,1.0221,1,2,0,4,1,0.1812,synthetic-demo-core-intel-v2026-05-16,2022-09,0,0,hybrid_corner,HarbourGlow synthetic,cottage_cluster,major_msa_hub,Nova Courts,0.42933,0,0.57067,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004490,PROP027-U0439,PROP027,Austin,2022-06-05,2022-06,2024-02-25,21,1717.09,1645.14,1.0437,1,1,3,2,1,0.754,synthetic-demo-core-intel-v2026-05-16,2022-06,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.5618,1,0.4382,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004491,PROP036-U0184,PROP036,Columbus,2023-12-29,2023-12,2025-02-21,14,1596.77,1541.56,1.0358,1,1,4,2,0,1.1846,synthetic-demo-core-intel-v2026-05-16,2023-12,0,0,student_housing_pad,TapestryBands synthetic,cottage_cluster,sunbelt_launch,Catalyst Flats,0.61722,1,0.38278,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004492,PROP028-U0384,PROP028,Chicago,2021-12-16,2021-12,2022-06-14,6,1907.15,1797.7,1.0609,0,2,2,3,1,0.7338,synthetic-demo-core-intel-v2026-05-16,2021-12,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.51738,1,0.48262,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004493,PROP006-U0335,PROP006,Nashville,2021-03-25,2021-03,2022-06-18,15,1475.0,1516.75,0.9725,1,0,2,2,1,0.7622,synthetic-demo-core-intel-v2026-05-16,2021-03,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,major_msa_hub,Brightline Flats,0.54599,1,0.45401,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004494,PROP014-U0052,PROP014,Austin,2022-11-30,2022-11,2023-08-27,9,2046.0,2364.47,0.8653,1,4,4,4,1,1.6988,synthetic-demo-core-intel-v2026-05-16,2022-11,0,1,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.78146,1,0.21854,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004495,PROP027-U0363,PROP027,Austin,2023-11-08,2023-11,2025-04-01,17,2207.38,2274.79,0.9704,2,2,3,3,0,1.006,synthetic-demo-core-intel-v2026-05-16,2023-11,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.63509,1,0.36491,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004496,PROP029-U0131,PROP029,Bloomington,2021-07-07,2021-07,2022-11-29,17,1222.39,1284.29,0.9518,1,0,0,3,1,0.1701,synthetic-demo-core-intel-v2026-05-16,2021-07,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.35562,0,0.64438,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004497,PROP015-U0382,PROP015,Columbus,2024-10-10,2024-10,2026-01-03,15,1360.35,1485.49,0.9158,1,2,0,1,0,0.0347,synthetic-demo-core-intel-v2026-05-16,2024-10,1,0,student_housing_pad,SignalLoop synthetic,urban_highrise,sunbelt_launch,Brightline Park,0.32945,0,0.67055,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004498,PROP035-U0223,PROP035,Madison,2023-07-31,2023-07,2024-08-24,13,2121.41,2040.08,1.0399,2,1,2,1,1,0.4742,synthetic-demo-core-intel-v2026-05-16,2023-07,0,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,growth_infill,Brightline Courts,0.42941,0,0.57059,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004499,PROP010-U0092,PROP010,Denver,2024-07-31,2024-07,2025-12-23,17,1555.79,1317.18,1.1812,0,2,3,1,1,0.6614,synthetic-demo-core-intel-v2026-05-16,2024-07,1,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.53907,1,0.46093,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004500,PROP027-U0591,PROP027,Austin,2022-10-21,2022-10,2024-05-13,19,1618.97,1619.37,0.9998,0,1,1,2,0,0.3383,synthetic-demo-core-intel-v2026-05-16,2022-10,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.43452,0,0.56548,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004501,PROP018-U0171,PROP018,Madison,2021-06-22,2021-06,2023-05-13,23,1505.27,1614.66,0.9323,0,3,0,1,1,-0.1845,synthetic-demo-core-intel-v2026-05-16,2021-06,1,0,student_housing_pad,TapestryBands synthetic,townhome_strip,sunbelt_launch,Harbour Terrace,0.3226,0,0.6774,D10,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004502,PROP027-U0214,PROP027,Austin,2021-09-06,2021-09,2023-09-26,25,2011.82,2355.59,0.8541,1,4,3,2,1,0.764,synthetic-demo-core-intel-v2026-05-16,2021-09,1,1,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.65863,1,0.34137,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004503,PROP023-U0141,PROP023,Orlando,2022-12-02,2022-12,2023-06-30,7,1268.53,1162.84,1.0909,0,1,1,2,0,0.1953,synthetic-demo-core-intel-v2026-05-16,2022-12,0,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.44117,0,0.55883,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004504,PROP016-U0135,PROP016,Columbus,2023-04-04,2023-04,2024-10-25,19,1905.44,2083.57,0.9145,3,0,3,2,1,0.7604,synthetic-demo-core-intel-v2026-05-16,2023-04,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.54252,1,0.45748,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004505,PROP029-U0338,PROP029,Bloomington,2023-10-25,2023-10,2024-05-22,7,1213.24,1240.15,0.9783,0,1,3,2,1,1.0373,synthetic-demo-core-intel-v2026-05-16,2023-10,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.60114,1,0.39886,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004506,PROP030-U0228,PROP030,Phoenix,2024-01-19,2024-01,2025-03-14,14,1500.43,1450.84,1.0342,1,0,1,4,1,0.6089,synthetic-demo-core-intel-v2026-05-16,2024-01,0,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.40923,0,0.59077,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004507,PROP029-U0362,PROP029,Bloomington,2023-12-04,2023-12,2025-07-26,20,1312.82,1196.1,1.0976,0,1,3,1,0,0.6963,synthetic-demo-core-intel-v2026-05-16,2023-12,1,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.51365,1,0.48635,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004508,PROP004-U0121,PROP004,Orlando,2023-04-05,2023-04,2024-07-28,16,1867.4,1774.72,1.0522,1,3,0,3,0,0.0885,synthetic-demo-core-intel-v2026-05-16,2023-04,1,0,btr_single_family_lot,SignalLoop synthetic,wrap_garden,major_msa_hub,Harbour Terrace,0.41767,0,0.58233,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004509,PROP016-U0020,PROP016,Columbus,2021-01-26,2021-01,2022-11-17,22,1407.85,1476.45,0.9535,0,1,1,1,0,0.2107,synthetic-demo-core-intel-v2026-05-16,2021-01,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.37952,0,0.62048,D9,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004510,PROP028-U0092,PROP028,Chicago,2023-01-12,2023-01,2025-01-01,24,1392.73,1537.48,0.9059,1,1,2,2,0,0.4401,synthetic-demo-core-intel-v2026-05-16,2023-01,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.46401,0,0.53599,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004511,PROP032-U0089,PROP032,Austin,2024-02-22,2024-02,2026-03-13,25,1443.47,1109.22,1.22,0,1,4,2,1,0.721,synthetic-demo-core-intel-v2026-05-16,2024-02,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.5722,1,0.4278,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004512,PROP014-U0174,PROP014,Austin,2024-04-01,2024-04,2025-10-23,19,1667.88,1740.53,0.9583,0,1,4,3,1,1.6344,synthetic-demo-core-intel-v2026-05-16,2024-04,1,0,btr_single_family_lot,SignalLoop synthetic,cottage_cluster,sunbelt_launch,Meridian Courts,0.69612,1,0.30388,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004513,PROP027-U0576,PROP027,Austin,2024-03-14,2024-03,2025-10-05,19,1352.13,1286.21,1.0512,0,1,3,1,0,0.8888,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.53756,1,0.46244,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004514,PROP022-U0085,PROP022,Bloomington,2021-01-16,2021-01,2022-11-07,22,1649.89,1582.55,1.0426,1,2,3,3,1,0.7436,synthetic-demo-core-intel-v2026-05-16,2021-01,1,0,student_housing_pad,SignalLoop synthetic,wrap_garden,growth_infill,Piedmont Park,0.58888,1,0.41112,D3,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004515,PROP010-U0306,PROP010,Denver,2022-09-02,2022-09,2023-06-29,10,1427.84,1478.39,0.9658,0,0,2,2,1,0.8162,synthetic-demo-core-intel-v2026-05-16,2022-09,0,0,student_housing_pad,LivStripe-O synthetic,wrap_garden,college_city_corridor,Brightline Courts,0.54589,1,0.45411,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004516,PROP033-U0051,PROP033,Bloomington,2023-05-14,2023-05,2024-05-08,12,910.37,1059.03,0.8596,2,0,2,3,1,0.9195,synthetic-demo-core-intel-v2026-05-16,2023-05,0,0,student_housing_pad,MetroHalo synthetic,townhome_strip,sunbelt_launch,Nova Walk,0.52815,1,0.47185,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004517,PROP016-U0293,PROP016,Columbus,2021-12-13,2021-12,2022-12-08,12,1580.49,1484.05,1.065,1,3,2,4,0,0.6013,synthetic-demo-core-intel-v2026-05-16,2021-12,0,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.5283,1,0.4717,D5,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004518,PROP023-U0254,PROP023,Orlando,2022-07-28,2022-07,2024-03-19,20,1871.1,1855.89,1.0082,0,0,4,2,1,1.0989,synthetic-demo-core-intel-v2026-05-16,2022-07,1,0,hybrid_corner,TapestryBands synthetic,townhome_strip,college_city_corridor,Waypoint Park,0.6793,1,0.3207,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004519,PROP011-U0458,PROP011,Denver,2021-05-17,2021-05,2022-06-11,13,1518.9,1315.5,1.1546,1,3,3,2,1,0.6603,synthetic-demo-core-intel-v2026-05-16,2021-05,0,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,college_city_corridor,Harbour Flats,0.58257,1,0.41743,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004520,PROP002-U0197,PROP002,Chicago,2021-09-28,2021-09,2022-05-26,8,1268.5,1315.78,0.9641,1,2,4,2,1,1.2395,synthetic-demo-core-intel-v2026-05-16,2021-09,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.63707,1,0.36293,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004521,PROP016-U0394,PROP016,Columbus,2021-01-09,2021-01,2022-10-01,21,1779.98,1675.59,1.0623,0,0,2,3,0,0.6059,synthetic-demo-core-intel-v2026-05-16,2021-01,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Nova Park,0.46634,0,0.53366,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004522,PROP027-U0351,PROP027,Austin,2024-10-03,2024-10,2026-05-26,20,1240.0,1406.12,0.8819,0,2,3,2,1,1.0455,synthetic-demo-core-intel-v2026-05-16,2024-10,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.62431,1,0.37569,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004523,PROP012-U0271,PROP012,Denver,2024-04-18,2024-04,2025-09-10,17,1598.1,1647.05,0.9703,0,1,4,2,1,1.3681,synthetic-demo-core-intel-v2026-05-16,2024-04,1,0,hybrid_corner,LivStripe-O synthetic,townhome_strip,sunbelt_launch,Tapestry Park,0.69208,1,0.30792,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004524,PROP034-U0242,PROP034,Madison,2022-07-20,2022-07,2024-06-09,23,1584.43,1546.28,1.0247,1,1,2,1,1,0.3097,synthetic-demo-core-intel-v2026-05-16,2022-07,1,0,student_housing_pad,HarbourGlow synthetic,townhome_strip,major_msa_hub,Alto Walk,0.40237,0,0.59763,D8,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004525,PROP028-U0098,PROP028,Chicago,2021-01-07,2021-01,2022-09-29,21,1865.19,1821.38,1.024,1,1,3,3,0,0.8405,synthetic-demo-core-intel-v2026-05-16,2021-01,1,0,student_housing_pad,HarbourGlow synthetic,urban_highrise,major_msa_hub,Brightline Park,0.548,1,0.452,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004526,PROP025-U0117,PROP025,Denver,2022-04-15,2022-04,2024-04-04,24,2047.32,2110.79,0.9699,1,2,2,3,1,0.6516,synthetic-demo-core-intel-v2026-05-16,2022-04,1,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,college_city_corridor,Tapestry Walk,0.57679,1,0.42321,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004527,PROP029-U0228,PROP029,Bloomington,2022-08-31,2022-08,2023-07-27,11,1650.8,1747.77,0.9445,0,0,2,3,1,0.9749,synthetic-demo-core-intel-v2026-05-16,2022-08,0,0,student_housing_pad,SignalLoop synthetic,townhome_strip,growth_infill,Brightline Courts,0.55773,1,0.44227,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004528,PROP032-U0022,PROP032,Austin,2021-08-25,2021-08,2022-04-22,8,1917.3,1726.82,1.1103,0,1,1,2,1,0.2691,synthetic-demo-core-intel-v2026-05-16,2021-08,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.43344,0,0.56656,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004529,PROP027-U0333,PROP027,Austin,2023-07-16,2023-07,2024-07-10,12,1294.71,1278.36,1.0128,0,0,4,1,1,1.4427,synthetic-demo-core-intel-v2026-05-16,2023-07,0,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.62863,1,0.37137,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004530,PROP030-U0026,PROP030,Phoenix,2024-10-28,2024-10,2026-08-19,22,2302.89,2302.37,1.0002,0,1,4,5,0,1.3877,synthetic-demo-core-intel-v2026-05-16,2024-10,1,0,btr_single_family_lot,LivStripe-O synthetic,urban_highrise,sunbelt_launch,Catalyst Terrace,0.70467,1,0.29533,D1,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004531,PROP027-U0234,PROP027,Austin,2024-03-27,2024-03,2026-03-17,24,808.42,822.96,0.9823,0,2,4,2,1,1.0999,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,SignalLoop synthetic,cottage_cluster,major_msa_hub,Piedmont Courts,0.64048,1,0.35952,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004532,PROP032-U0020,PROP032,Austin,2024-04-13,2024-04,2024-12-09,8,2044.08,2270.97,0.9001,1,1,1,2,0,0.4679,synthetic-demo-core-intel-v2026-05-16,2024-04,0,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.49934,0,0.50066,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004533,PROP005-U0132,PROP005,Columbus,2024-03-09,2024-03,2026-01-28,23,1375.48,1208.81,1.1379,0,1,4,2,0,0.8619,synthetic-demo-core-intel-v2026-05-16,2024-03,1,0,student_housing_pad,TapestryBands synthetic,wrap_garden,growth_infill,Waypoint Quarter,0.56507,1,0.43493,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004534,PROP013-U0100,PROP013,Denver,2021-04-08,2021-04,2022-07-02,15,1996.95,2159.21,0.9249,3,3,3,3,1,1.1504,synthetic-demo-core-intel-v2026-05-16,2021-04,1,1,btr_single_family_lot,TapestryBands synthetic,cottage_cluster,major_msa_hub,Piedmont Walk,0.65489,1,0.34511,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004535,PROP032-U0353,PROP032,Austin,2023-02-12,2023-02,2024-12-03,22,2049.36,2112.83,0.97,0,1,1,2,1,0.2186,synthetic-demo-core-intel-v2026-05-16,2023-02,1,0,hybrid_corner,TapestryBands synthetic,urban_highrise,college_city_corridor,Brightline Terrace,0.45817,0,0.54183,D7,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004536,PROP017-U0084,PROP017,Austin,2023-03-04,2023-03,2024-09-24,19,2043.04,1956.59,1.0442,4,0,4,3,1,1.2204,synthetic-demo-core-intel-v2026-05-16,2023-03,1,0,btr_single_family_lot,MetroHalo synthetic,townhome_strip,growth_infill,Tapestry Flats,0.62419,1,0.37581,D2,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004537,PROP002-U0063,PROP002,Chicago,2021-05-22,2021-05,2021-12-18,7,1684.97,1800.45,0.9359,2,2,2,1,1,0.5726,synthetic-demo-core-intel-v2026-05-16,2021-05,0,0,student_housing_pad,SignalLoop synthetic,urban_highrise,growth_infill,Catalyst Quarter,0.47842,0,0.52158,D6,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
L004538,PROP031-U0078,PROP031,Nashville,2021-07-26,2021-07,2022-10-19,15,2120.91,2051.85,1.0337,2,1,2,3,1,0.8626,synthetic-demo-core-intel-v2026-05-16,2021-07,1,0,btr_single_family_lot,HarbourGlow synthetic,townhome_strip,sunbelt_launch,Harbour Quarter,0.57459,1,0.42541,D4,n/a-local-pickle,renewal_propensity_logreg_joblib,2026-05-15T18:01:42Z
